Id;Date;CaptureYear;FishLength;FishWeight;Sex;Origin;ReadingAge;Age;Reader;LT;L1;L2;L3;L4;L5;L6
FZ746;14/06/2022;2022;308;255;NA;Natural;5+;5;Valerie;1129.456;318.547;586.8205;795.0605;947.145;1080.313;
FZ520;13/06/2022;2022;305;214;M;Puya;3+;3;Valerie;1137.617;428.271;757.255;1014.134333;;;
FZ771;19/05/2022;2022;310;210;F;Puya;3;3;Valerie;1093.301333;415.1026667;866.4723333;1093.301333;;;
FZ420;13/05/2022;2022;300;320;M;Rives;4;4;Valerie;1017.270333;359.285;632.3696667;854.357;1017.270333;;
FZ288;06/04/2022;2022;310;220;F;Rives;3;3;Valerie;976.41;390.36;747.14;976.41;;;
FZ837;06/04/2022;2022;340;340;M;Puya;3;3;Valerie;1171.039667;465.1943333;902.283;1171.039667;;;
FZ834;04/04/2022;2022;310;270;M;Puya;3;3;Valerie;959.615;361.7416667;749.682;959.615;;;
FZ797;22/03/2022;2022;310;270;M;Rives;3;3;Valerie;918.364;376.1836667;749.2416667;918.364;;;
FZ870;20/03/2022;2022;330;257;F;Natural;5;5;Valerie;1255.557;412.151;739.2033333;1000.777333;1171.208667;1255.557;
FZ868;16/03/2022;2022;330;265;F;Natural;5;5;Valerie;1097.234333;298.895;595.4733333;828.002;1009.782667;1097.234333;
FZ869;16/03/2022;2022;310;221;M;Natural;5;5;Valerie;1067.65;311.2693333;587.4013333;802.0793333;970.0593333;1067.65;
FZ284;11/03/2022;2022;305;220;F;Puya;4;4;Valerie;995.38;317.92;610.53;861.71;995.38;;
FZ741;06/03/2022;2022;314;255;F;Natural;5;5;Valerie;1215.742;378.8283333;643.922;888.5643333;1063.810667;1183.038667;
FZ796;04/03/2022;2022;320;300;F;Natural;5;5;Valerie;969.1093333;263.7673333;497.4996667;718.674;879.0776667;969.1093333;
FZ851;03/03/2022;2022;310;232;F;Puya;4;4;Valerie;944.6856667;289.7776667;557.4773333;818.431;944.6856667;;
FZ782;01/03/2022;2022;310;240;F;Rives;4;4;Valerie;899.0286667;264.2926667;508.1356667;764.2713333;899.0286667;;
FZ863;01/03/2022;2022;330;252;F;Natural;6;6;Valerie;1164.769333;315.8643333;564.0163333;793.7203333;938.9036667;1083.150333;1164.769333
FZ569;27/02/2022;2022;340;287;F;Natural;6;6;Valerie;1321.531333;358.03;697.018;952.7833333;1116.073333;1254.904333;1321.531333
FZ570;27/02/2022;2022;310;216;F;Natural;4;4;Valerie;1284.243;414.767;812.4406667;1115.928667;1284.243;;
FZ752;26/02/2022;2022;320;250;F;Natural;6;6;Valerie;1166.053667;333.102;578.2763333;760.0626667;930.7603333;1072.470667;1166.053667
FZ566;24/02/2022;2022;350;332;F;Natural;6;6;Valerie;1099.558;325.269;577.0893333;759.481;905.0406667;1025.528667;1099.558
FZ538;22/02/2022;2022;320;225;F;Natural;6;6;Valerie;1282.008667;311.1716667;570.2033333;792.594;991.7663333;1178.654;1282.008667
FZ536;22/02/2022;2022;380;370;F;Puya;5;5;Valerie;1230.463;347.417;672.2106667;934.4133333;1102.413667;1230.463;
FZ562;20/02/2022;2022;300;200;F;Natural;6;6;Valerie;998.6653333;267.0733333;499.7396667;655.2363333;806.7293333;916.712;998.6653333
FZ583;18/02/2022;2022;340;280;F;Rives;3;3;Valerie;1001.964667;384.0413333;716.7093333;1001.964667;;;
FZ791;18/02/2022;2022;330;310;F;Puya;4;4;Valerie;960.424;306.9103333;584.6683333;813.27;960.424;;
FZ792;18/02/2022;2022;320;290;F;Natural;4;4;Valerie;847.036;288.4226667;542.4083333;734.8586667;847.036;;
FZ702;12/02/2022;2022;321;242;M;Puya;3;3;Valerie;1124.699333;386.5186667;809.92;1124.699333;;;
